user_id,num_posts,num_likes,num_comments,num_shares
2553,6,423,285,121
2554,3,187,242,212
2555,7,500,298,255
2556,5,801,37,249
2557,6,268,124,104
2558,7,259,314,229
2559,2,908,58,249
2560,6,47,43,107
2561,4,107,331,61
2562,6,140,30,56
2563,3,726,235,250
2564,6,348,164,131
2565,8,544,357,77
2566,3,534,302,287
2567,7,578,250,161
2568,15,671,198,295
2569,7,438,454,34
2570,6,514,418,14
2571,3,907,218,19
2572,2,123,153,292
2573,5,311,183,37
2574,6,195,487,148
2575,6,544,382,215
2576,4,31,298,9
2577,1,656,402,99
2578,6,947,149,213
2579,8,584,440,100
2580,2,772,64,279
2581,2,508,378,3
2582,2,276,161,117
2583,5,258,49,150
2584,7,884,159,41
2585,7,230,308,116
2586,9,194,476,18
2587,4,292,469,23
2588,7,235,50,235
2589,5,802,275,257
2590,7,544,441,6
2591,7,181,347,123
2592,3,770,44,0
2593,5,687,433,178
2594,5,657,379,187
2595,5,642,114,158
2596,5,604,347,29
2597,8,868,135,76
2598,2,644,366,17
2599,6,8,20,185
2600,6,203,17,272
2601,6,527,361,111
2602,1,858,270,18
2603,10,584,393,11
2604,5,689,218,217
2605,3,245,318,5
2606,0,508,465,123
2607,7,184,403,14
2608,4,568,120,284
2609,6,362,61,198
2610,4,85,485,289
2611,2,16,96,92
2612,4,832,493,36
2613,9,824,250,191
2614,4,702,435,94
2615,5,194,413,70
2616,8,4,386,5
2617,2,405,128,246
2618,2,896,245,54
2619,5,174,9,294
2620,4,944,304,280
2621,8,131,64,97
2622,6,917,495,82
2623,9,599,246,259
2624,7,694,416,215
2625,2,799,378,288
2626,8,109,348,234
2627,3,577,418,177
2628,5,611,164,266
2629,4,452,178,33
2630,5,838,478,246
2631,4,227,53,219
2632,8,743,318,149
2633,0,746,45,297
2634,7,775,429,229
2635,4,547,376,243
2636,5,490,177,205
2637,2,267,6,165
2638,3,667,83,264
2639,3,513,127,254
2640,1,878,444,28
2641,3,589,490,125
2642,4,658,213,135
2643,4,340,233,105
2644,7,989,11,104
2645,9,304,73,148
2646,1,367,37,183
2647,3,804,350,175
2648,5,691,487,264
2649,1,468,422,77
2650,3,987,492,286
2651,5,571,148,90
2652,7,224,406,30
2653,4,809,478,177
2654,6,774,427,166
2655,4,809,171,67
2656,3,184,477,29
2657,5,783,213,66
2658,4,996,236,67
2659,4,626,20,185
2660,4,408,360,76
2661,5,421,467,180
2662,4,299,347,13
2663,8,549,230,137
2664,3,255,444,277
2665,5,233,207,190
2666,4,812,374,60
2667,3,242,210,173
2668,5,669,151,292
2669,5,464,248,276
2670,5,911,106,287
2671,2,387,158,206
2672,4,349,4,253
2673,4,211,464,279
2674,7,290,192,134
2675,2,572,164,45
2676,3,509,93,125
2677,4,506,287,212
2678,5,644,479,73
2679,7,620,193,86
2680,5,333,289,4
2681,3,895,235,240
2682,2,424,28,186
2683,5,808,117,249
2684,7,871,132,197
2685,5,795,157,21
2686,5,137,106,27
2687,7,117,172,18
2688,7,636,145,112
2689,10,179,333,13
2690,4,221,420,175
2691,4,369,266,206
2692,0,159,259,149
2693,3,203,469,210
2694,3,556,368,140
2695,2,527,45,277
2696,9,601,379,137
2697,8,959,386,43
2698,8,802,308,279
2699,4,616,151,71
2700,10,975,353,112
2701,3,656,135,182
2702,2,111,215,230
2703,2,214,463,49
2704,2,425,133,233
2705,6,917,340,57
2706,2,689,223,96
2707,9,532,230,175
2708,8,737,341,228
2709,4,45,494,71
2710,4,56,200,85
2711,3,772,17,172
2712,9,485,203,25
2713,10,563,133,80
2714,5,414,346,81
2715,5,928,107,58
2716,9,430,422,130
2717,2,130,366,273
2718,5,564,0,245
2719,5,594,14,41
2720,8,951,141,234
2721,6,17,76,29
2722,6,411,340,60
2723,7,142,173,291
2724,5,305,110,54
2725,5,416,116,259
2726,7,539,40,270
2727,4,813,369,111
2728,4,112,5,198
2729,6,627,275,95
2730,6,839,67,96
2731,4,375,295,144
2732,3,487,402,167
2733,3,762,490,229
2734,10,624,103,69
2735,6,93,126,126
2736,6,0,73,49
2737,4,454,124,270
2738,1,694,324,71
2739,5,825,257,245
2740,7,461,350,242
2741,4,148,299,107
2742,3,567,308,7
2743,5,581,211,280
2744,7,656,248,204
2745,9,77,5,280
2746,2,646,42,17
2747,6,78,252,72
2748,2,839,402,197
2749,3,955,145,13
2750,5,247,285,102
2751,3,687,198,217
2752,4,9,400,291
2753,5,220,116,35
2754,4,126,180,202
2755,5,40,451,145
2756,2,914,191,14
2757,4,701,130,255
2758,5,961,254,271
2759,6,903,408,75
2760,10,413,413,13
2761,5,618,163,46
2762,6,675,333,181
2763,7,177,424,57
2764,4,81,150,204
2765,7,385,248,230
2766,6,516,177,157
2767,2,685,113,15
2768,3,332,15,128
2769,4,295,91,168
2770,4,440,459,220
2771,5,778,455,282
2772,7,629,157,204
2773,3,711,315,61
2774,3,494,360,54
2775,6,933,188,116
2776,3,528,241,68
2777,9,586,229,200
2778,7,120,237,96
2779,5,793,261,237
2780,6,550,294,100
2781,6,865,4,96
2782,3,194,258,293
2783,8,497,73,284
2784,10,152,29,290
2785,6,343,335,275
2786,7,756,266,146
2787,2,115,130,280
2788,5,982,14,92
2789,8,925,427,281
2790,6,941,53,193
2791,2,40,128,188
2792,3,103,12,127
2793,10,247,62,44
2794,3,986,367,261
2795,4,945,311,185
2796,9,363,294,42
2797,2,683,422,271
2798,5,265,357,13
2799,1,840,66,73
2800,5,385,413,18
2801,9,887,107,50
2802,2,148,424,139
2803,5,202,89,197
2804,6,373,394,290
2805,7,969,453,197
2806,3,24,75,5
2807,7,999,463,235
2808,7,964,117,266
2809,6,789,85,250
2810,4,452,277,25
2811,10,456,165,71
2812,6,10,11,88
2813,8,939,419,82
2814,3,260,305,25
2815,6,517,272,270
2816,9,224,231,279
2817,3,271,159,186
2818,7,759,172,80
2819,4,45,420,128
2820,3,407,194,138
2821,9,13,280,275
2822,4,535,82,30
2823,4,364,356,235
2824,3,253,113,98
2825,2,843,101,166
2826,3,406,104,5
2827,6,934,304,283
2828,12,773,42,52
2829,7,758,238,115
2830,4,488,274,299
2831,7,788,335,64
2832,5,111,281,207
2833,8,200,96,240
2834,4,301,14,108
2835,7,104,308,267
2836,5,227,228,155
2837,2,424,19,255
2838,4,487,132,71
2839,6,698,319,222
2840,6,452,431,248
2841,4,879,423,109
2842,3,681,279,29
2843,4,990,325,84
2844,5,186,395,29
2845,7,930,127,263
2846,10,552,259,218
2847,7,322,111,127
2848,5,338,170,288
2849,3,82,460,298
2850,4,832,179,75
2851,4,341,494,298
2852,8,146,404,44
2853,8,985,196,233
2854,4,334,396,243
2855,4,658,257,237
2856,8,792,363,114
2857,4,678,133,163
2858,6,767,92,280
2859,6,222,150,212
2860,1,605,482,292
2861,5,375,329,120
2862,3,672,467,55
2863,9,247,344,79
2864,4,463,163,281
2865,8,423,9,56
2866,8,267,410,296
2867,2,859,390,50
2868,6,669,49,11
2869,9,581,276,96
2870,4,681,85,108
2871,4,397,45,256
2872,6,260,465,146
2873,13,419,0,193
2874,6,442,344,236
2875,8,440,438,71
2876,8,726,247,225
2877,1,827,52,125
2878,8,479,404,259
2879,4,990,112,26
2880,4,589,477,25
2881,2,991,415,298
2882,6,446,482,103
2883,6,944,238,39
2884,3,986,13,177
2885,5,704,294,200
2886,8,880,125,201
2887,9,307,297,28
2888,3,648,280,246
2889,2,143,412,116
2890,7,546,252,241
2891,6,329,487,273
2892,6,880,287,246
2893,6,783,10,148
2894,4,989,155,95
2895,6,160,452,105
2896,10,306,255,220
2897,4,316,226,174
2898,3,590,280,25
2899,0,826,51,90
2900,8,126,168,15
2901,3,870,178,55
2902,4,455,134,50
2903,5,3,416,282
2904,3,491,41,109
2905,2,385,474,65
2906,8,838,363,61
2907,4,504,110,70
2908,3,185,212,165
2909,8,869,56,5
2910,5,61,474,119
2911,6,865,472,58
2912,7,280,469,274
2913,10,838,10,78
2914,7,280,325,236
2915,3,634,322,155
2916,3,833,29,137
2917,7,793,475,172
2918,3,739,360,192
2919,3,869,208,177
2920,3,361,22,143
2921,8,182,306,233
2922,2,130,225,146
2923,5,941,340,259
2924,4,668,4,42
2925,2,185,305,145
2926,3,394,255,110
2927,2,746,171,173
2928,6,660,375,245
2929,3,42,14,212
2930,6,3,109,102
2931,5,324,1,157
2932,4,197,407,191
2933,6,789,181,40
2934,6,877,265,132
2935,6,358,211,4
2936,7,5,290,200
2937,10,973,381,74
2938,12,661,40,119
2939,5,783,302,37
2940,7,991,125,261
2941,10,163,245,185
2942,2,689,340,269
2943,4,569,413,221
2944,6,710,252,12
2945,4,598,476,154
2946,5,378,121,183
2947,3,178,354,67
2948,3,589,498,186
2949,3,46,421,238
2950,6,436,25,250
2951,5,645,19,94
2952,9,664,291,176
2953,1,386,319,17
2954,5,780,42,202
2955,6,626,167,2
2956,5,52,17,206
2957,8,753,405,56
2958,4,834,204,286
2959,6,286,78,263
2960,5,382,15,9
2961,7,578,472,2
2962,4,336,258,11
2963,7,182,324,105
2964,4,230,410,274
2965,5,449,102,208
2966,5,388,96,13
2967,5,392,423,102
2968,6,284,101,242
2969,5,162,3,28
2970,3,103,170,262
2971,3,995,101,48
2972,5,162,497,192
2973,4,305,307,262
2974,5,797,247,271
2975,2,270,307,98
2976,8,540,116,143
2977,4,408,321,60
2978,1,74,445,272
2979,3,484,82,286
2980,6,312,62,58
2981,7,111,178,87
2982,5,247,191,261
2983,3,818,209,287
2984,5,835,123,286
2985,4,891,439,250
2986,4,757,10,239
2987,2,490,162,8
2988,3,569,394,2
2989,4,651,416,125
2990,6,479,65,70
2991,8,324,384,161
2992,5,361,32,298
2993,2,754,76,220
2994,3,484,154,160
2995,6,420,448,163
2996,6,408,361,78
2997,9,835,220,120
2998,5,407,172,201
2999,3,803,359,46
3000,6,761,85,228
3001,4,129,358,95
3002,5,802,83,215
3003,4,124,299,40
3004,7,867,295,202
3005,9,775,44,266
3006,6,712,129,271
3007,5,283,168,104
3008,2,187,435,64
3009,7,437,16,198
3010,2,893,49,0
3011,5,871,367,224
3012,5,43,168,3
3013,4,521,388,81
3014,2,4,435,244
3015,11,868,431,36
3016,5,375,345,243
3017,8,174,268,280
3018,10,158,438,131
3019,10,243,161,170
3020,5,28,310,25
3021,2,386,349,211
3022,7,153,427,142
3023,7,606,424,164
3024,10,1,1,126
3025,3,334,203,41
3026,7,460,183,268
3027,6,603,341,143
3028,2,55,357,41
3029,2,747,268,37
3030,3,397,431,192
3031,4,331,371,132
3032,2,526,344,29
3033,9,596,423,94
3034,7,891,102,31
3035,8,373,443,194
3036,3,765,494,297
3037,7,732,36,4
3038,3,760,20,95
3039,10,44,273,186
3040,4,994,466,278
3041,7,814,332,229
3042,2,531,182,218
3043,2,123,88,274
3044,5,657,207,105
3045,10,229,108,235
3046,6,334,249,293
3047,4,572,62,258
3048,1,120,220,79
3049,8,255,187,253
3050,5,715,173,255
3051,3,481,15,65
3052,4,516,213,98
3053,3,313,171,283
3054,3,336,139,170
3055,4,76,234,240
3056,4,827,319,74
3057,5,652,473,109
3058,3,99,155,215
3059,6,719,438,15
3060,4,295,283,88
3061,6,706,86,278
3062,6,691,102,186
3063,5,257,93,290
3064,7,984,355,216
3065,5,436,421,124
3066,6,706,438,168
3067,4,650,397,73
3068,8,522,249,45
3069,11,777,158,277
3070,6,539,62,287
3071,3,118,429,214
3072,4,394,75,157
3073,8,496,366,86
3074,6,248,458,298
3075,5,6,387,110
3076,6,412,472,11
3077,4,960,362,145
3078,5,435,344,91
3079,14,654,363,80
3080,4,518,275,188
3081,6,451,455,173
3082,2,566,23,28
3083,5,898,337,159
3084,5,19,293,241
3085,4,891,328,142
3086,3,2,407,187
3087,6,412,496,209
3088,5,19,324,155
3089,7,777,431,168
3090,8,444,44,114
3091,6,226,332,288
3092,5,345,404,299
3093,8,861,328,49
3094,9,729,193,265
3095,3,676,436,121
3096,5,339,367,289
3097,2,50,448,19
3098,6,372,263,232
3099,9,681,471,280
3100,5,968,33,54
3101,7,970,137,240
3102,7,352,364,217
3103,3,29,384,212
3104,5,477,162,177
3105,5,243,360,54
3106,4,556,54,176
3107,5,726,25,123
3108,4,867,67,137
3109,8,407,350,266
3110,7,414,132,118
3111,6,22,86,205
3112,7,52,481,83
3113,10,41,78,232
3114,4,675,450,19
3115,9,615,274,71
3116,9,880,298,82
3117,9,161,38,75
3118,3,852,230,288
3119,3,153,410,242
3120,8,326,405,275
3121,6,408,304,286
3122,9,514,313,101
3123,2,372,314,119
3124,6,554,206,247
3125,2,465,39,274
3126,9,901,105,204
3127,6,565,270,165
3128,1,819,287,266
3129,3,493,57,282
3130,4,524,350,57
3131,4,449,499,230
3132,6,623,55,192
3133,8,55,102,14
3134,5,103,464,256
3135,11,174,374,18
3136,9,972,51,183
3137,5,960,460,191
3138,4,321,485,289
3139,3,67,228,63
3140,12,524,207,265
3141,5,797,283,187
3142,12,491,481,166
3143,4,331,95,236
3144,5,672,247,65
3145,3,677,407,287
3146,3,298,381,50
3147,5,879,164,281
3148,3,865,189,56
3149,8,770,4,83
3150,6,42,171,187
3151,4,840,470,182
3152,2,198,305,261
3153,8,643,468,6
3154,7,91,128,153
3155,3,489,447,117
3156,3,543,460,118
3157,8,768,243,209
3158,5,908,235,232
3159,6,35,455,123
3160,9,281,256,77
3161,4,204,142,132
3162,5,661,201,214
3163,6,855,0,255
3164,7,650,461,0
3165,3,792,492,234
3166,4,846,307,124
3167,4,172,233,100
3168,1,675,356,64
3169,5,613,40,265
3170,4,289,318,246
3171,1,417,429,177
3172,3,287,276,296
3173,7,101,448,76
3174,0,664,238,67
3175,9,450,218,279
3176,5,954,370,111
3177,4,120,51,227
3178,0,56,414,234
3179,6,106,198,291
3180,6,238,465,257
3181,2,412,291,55
3182,3,20,279,267
3183,5,584,421,71
3184,7,852,98,211
3185,5,532,67,61
3186,5,966,248,27
3187,6,942,257,155
3188,3,415,354,3
3189,5,917,337,82
3190,4,297,449,97
3191,3,10,90,236
3192,7,569,312,259
3193,4,353,318,83
3194,7,973,103,107
3195,6,751,326,133
3196,4,808,253,229
3197,4,85,296,117
3198,3,920,350,80
3199,5,655,247,154
3200,4,224,104,290
3201,10,193,225,231
3202,8,102,262,209
3203,2,875,56,185
3204,3,837,172,190
3205,7,673,125,114
3206,4,301,92,100
3207,6,47,120,80
3208,4,745,391,32
3209,5,292,224,99
3210,5,21,2,39
3211,9,847,103,249
3212,4,646,159,46
3213,1,174,210,172
3214,4,332,323,282
3215,6,880,393,134
3216,3,753,273,13
3217,4,16,338,113
3218,10,770,180,209
3219,9,395,75,161
3220,6,709,394,45
3221,7,75,159,146
3222,0,202,5,128
3223,6,232,165,235
3224,2,786,310,150
3225,3,670,411,111
3226,13,114,281,200
3227,5,769,199,283
3228,2,748,73,206
3229,6,95,213,15
3230,6,639,225,126
3231,4,273,108,285
3232,8,822,114,77
3233,10,771,255,32
3234,9,917,85,36
3235,4,375,405,156
3236,3,333,5,164
3237,6,589,478,188
3238,7,996,291,7
3239,5,348,126,256
3240,4,498,266,215
3241,6,801,337,113
3242,5,175,375,192
3243,5,638,33,173
3244,1,709,258,119
3245,6,362,240,9
3246,4,715,104,209
3247,4,919,114,212
3248,2,44,433,265
3249,5,378,357,61
3250,4,860,247,85
3251,9,905,291,44
3252,4,429,208,200
3253,0,675,93,200
3254,11,609,438,103
3255,8,306,29,84
3256,7,927,61,185
3257,6,415,242,94
3258,3,242,180,193
3259,5,654,106,242
3260,6,136,49,244
3261,3,57,222,23
3262,5,931,159,224
3263,8,917,119,182
3264,6,780,367,112
3265,7,168,338,178
3266,4,619,264,199
3267,3,461,368,276
3268,8,409,271,295
3269,1,887,421,130
3270,5,383,402,280
3271,6,444,349,209
3272,5,555,291,123
3273,5,472,266,266
3274,5,597,499,93
3275,5,797,78,88
3276,6,588,471,202
3277,5,241,232,225
3278,5,223,190,87
3279,8,932,84,159
3280,3,825,123,88
3281,5,850,426,121
3282,3,674,73,108
3283,3,121,489,275
3284,7,507,498,247
3285,4,688,216,80
3286,4,698,351,19
3287,2,243,288,13
3288,6,220,48,225
3289,3,134,178,31
3290,7,34,177,199
3291,7,166,23,169
3292,8,261,276,121
3293,6,333,409,191
3294,7,731,80,3
3295,4,64,146,226
3296,7,109,194,123
3297,2,852,460,219
3298,5,410,65,190
3299,3,981,424,234
3300,7,394,63,193
3301,5,8,364,44
3302,7,905,479,87
3303,9,181,416,130
3304,6,42,31,22
3305,5,631,105,293
3306,7,305,152,261
3307,1,112,443,167
3308,3,941,386,254
3309,3,318,361,34
3310,11,432,306,24
3311,4,765,6,213
3312,2,230,112,80
3313,5,990,188,67
3314,7,479,280,219
3315,2,414,342,170
3316,5,958,253,1
3317,2,135,91,44
3318,1,511,203,175
3319,6,679,7,61
3320,4,955,241,46
3321,7,690,226,3
3322,7,900,280,187
3323,6,414,221,238
3324,6,902,446,48
3325,6,765,415,75
3326,7,940,227,33
3327,4,46,415,299
3328,9,141,52,232
3329,4,792,280,55
3330,6,84,25,297
3331,7,430,7,196
3332,4,92,196,288
3333,6,429,490,225
3334,2,428,385,223
3335,6,158,146,66
3336,4,563,450,41
3337,3,894,203,242
3338,3,771,486,43
3339,5,117,223,99
3340,3,557,197,35
3341,4,156,246,122
3342,3,432,263,183
3343,6,192,186,2
3344,9,607,132,55
3345,5,256,332,294
3346,6,835,158,167
3347,4,467,396,294
3348,3,698,117,107
3349,9,231,384,66
3350,3,765,45,228
3351,9,420,131,93
3352,4,77,373,2
3353,8,377,403,229
3354,3,691,348,130
3355,3,247,31,36
3356,5,374,96,218
3357,8,845,383,151
3358,3,757,77,197
3359,4,511,338,64
3360,8,641,370,120
3361,3,20,386,121
3362,3,796,307,159
3363,2,75,266,189
3364,7,337,264,100
3365,2,421,184,291
3366,6,671,445,65
3367,5,680,183,269
3368,6,789,381,45
3369,2,483,50,204
3370,10,425,219,26
3371,3,139,1,28
3372,6,312,76,268
3373,5,468,482,24
3374,7,519,478,99
3375,6,155,362,281
3376,7,824,461,47
3377,4,180,398,163
3378,7,725,324,207
3379,2,975,38,73
3380,6,203,33,56
3381,7,752,229,90
3382,5,528,170,193
3383,4,276,250,199
3384,5,562,65,8
3385,2,902,428,243
3386,8,956,352,71
3387,5,723,382,282
3388,6,995,26,45
3389,5,565,66,212
3390,6,424,189,296
3391,8,827,319,157
3392,7,555,499,171
3393,0,332,385,256
3394,4,744,242,46
3395,7,28,411,220
3396,7,682,117,233
3397,2,932,477,157
3398,3,60,168,14
3399,9,954,369,83
3400,7,60,86,165
3401,8,839,96,22
3402,4,19,435,184
3403,2,939,269,208
3404,6,55,60,34
3405,2,687,461,193
3406,4,329,49,238
3407,9,910,12,180
3408,4,760,195,30
3409,3,203,369,286
3410,4,439,274,199
3411,2,183,215,180
3412,7,45,291,183
3413,7,440,325,82
3414,2,44,267,43
3415,4,463,328,57
3416,4,553,12,140
3417,5,445,23,67
3418,6,7,173,178
3419,6,851,270,124
3420,8,13,429,189
3421,4,228,369,190
3422,1,793,93,71
3423,4,101,95,85
3424,6,500,479,167
3425,3,296,481,156
3426,4,748,34,144
3427,1,28,401,0
3428,7,702,466,95
3429,2,780,241,211
3430,9,353,206,0
3431,6,981,149,168
3432,5,473,280,218
3433,10,993,279,150
3434,7,442,389,273
3435,5,302,163,243
3436,4,215,393,94
3437,11,759,267,155
3438,4,788,324,84
3439,3,350,403,139
3440,1,523,36,228
3441,7,617,495,87
3442,5,23,17,48
3443,7,788,110,242
3444,5,515,487,96
3445,2,792,224,15
3446,5,7,296,255
3447,9,675,267,154
3448,11,801,352,180
3449,6,113,196,163
3450,6,561,328,289
3451,3,237,96,3
3452,8,858,447,117
3453,3,795,157,25
3454,8,61,493,147
3455,7,860,16,204
3456,6,126,34,98
3457,6,732,335,137
3458,3,713,423,263
3459,7,299,402,144
3460,4,159,315,68
3461,4,519,430,285
3462,10,437,381,94
3463,6,400,385,60
3464,2,907,197,23
3465,4,636,425,80
3466,3,601,116,244
3467,9,243,492,225
3468,6,194,443,106
3469,3,617,238,34
3470,7,458,10,117
3471,5,205,328,188
3472,7,70,26,270
3473,7,921,269,291
3474,2,868,98,121
3475,7,416,125,164
3476,3,427,211,61
3477,7,495,442,217
3478,5,31,121,202
3479,8,677,351,267
3480,3,211,367,237
3481,7,521,391,135
3482,4,846,74,296
3483,3,462,449,68
3484,3,709,4,108
3485,2,246,157,258
3486,9,728,235,42
3487,10,128,488,85
3488,7,709,202,280
3489,7,332,207,3
3490,4,74,280,36
3491,4,983,361,135
3492,5,979,280,8
3493,3,89,330,78
3494,7,792,61,242
3495,4,51,320,271
3496,4,819,224,171
3497,4,11,256,238
3498,8,45,375,64
3499,5,648,115,13
3500,3,812,174,218
3501,11,291,328,125
3502,7,136,282,25
3503,5,96,293,252
3504,6,935,402,271
3505,2,161,295,219
3506,1,87,208,202
3507,3,52,139,22
3508,5,108,65,93
3509,7,44,199,222
3510,3,893,32,147
3511,4,864,140,58
3512,2,160,42,158
3513,5,284,148,131
3514,2,933,210,255
3515,5,815,417,17
3516,7,972,285,190
3517,3,593,275,222
3518,6,826,81,18
3519,3,317,212,118
3520,10,766,119,219
3521,5,290,419,165
3522,3,430,262,156
3523,7,826,196,247
3524,3,698,264,254
3525,5,385,44,175
3526,4,600,17,175
3527,7,955,302,188
3528,4,901,113,175
3529,4,536,0,81
3530,3,52,483,263
3531,6,979,236,213
3532,10,379,333,87
3533,3,589,327,269
3534,5,113,308,255
3535,4,899,36,46
3536,5,967,19,23
3537,2,993,350,249
3538,3,859,454,286
3539,4,311,185,47
3540,6,257,119,44
3541,7,144,40,156
3542,4,707,421,118
3543,7,502,299,109
3544,4,815,376,190
3545,5,993,234,47
3546,6,922,398,193
3547,9,978,368,36
3548,3,859,382,250
3549,9,613,418,125
3550,6,289,80,44
3551,2,351,26,184
3552,9,680,20,17
3553,4,606,295,12
3554,5,773,245,284
3555,5,261,43,201
3556,4,539,364,19
3557,3,135,345,228
3558,5,640,171,232
3559,4,335,260,188
3560,3,489,352,85
3561,5,978,379,117
3562,6,273,432,170
3563,9,221,196,174
3564,3,335,219,281
3565,5,992,148,128
3566,7,122,7,222
3567,5,603,321,200
3568,2,942,374,25
3569,5,975,164,63
3570,7,522,397,189
3571,8,517,417,261
3572,2,909,372,248
3573,3,879,107,109
3574,6,739,315,65
3575,3,533,444,169
3576,6,999,429,26
3577,10,214,484,285
3578,2,414,148,81
3579,6,795,218,97
3580,5,402,497,212
3581,3,626,248,64
3582,4,725,273,174
3583,5,384,367,159
3584,5,962,316,161
3585,9,967,196,116
3586,6,652,161,269
3587,4,690,337,4
3588,3,512,437,35
3589,4,540,98,125
3590,2,396,89,245
3591,5,809,156,264
3592,4,284,424,108
3593,2,861,347,162
3594,5,399,197,45
3595,11,827,89,104
3596,4,104,313,268
3597,6,673,209,60
3598,2,502,413,29
3599,4,39,160,97
3600,9,962,446,31
3601,2,348,95,230
3602,5,221,497,194
3603,4,950,217,97
3604,5,441,213,135
3605,3,563,289,31
3606,4,63,118,262
3607,5,993,118,275
3608,7,3,48,148
3609,6,943,11,91
3610,5,455,253,37
3611,7,878,149,104
3612,5,17,468,164
3613,9,341,151,16
3614,5,9,311,160
3615,5,882,152,9
3616,8,781,449,36
3617,4,946,128,126
3618,2,373,201,250
3619,5,365,373,283
3620,3,350,161,214
3621,2,98,388,169
3622,5,813,272,119
3623,8,705,128,57
3624,3,828,461,175
3625,4,897,404,15
3626,11,418,5,234
3627,4,33,330,223
3628,7,348,38,61
3629,1,837,442,88
3630,3,451,147,142
3631,2,576,339,15
3632,6,674,212,208
3633,3,175,447,26
3634,5,46,117,46
3635,8,217,151,153
3636,8,220,40,138
3637,2,10,118,90
3638,6,189,89,8
3639,7,882,322,181
3640,3,899,293,10
3641,4,85,232,6
3642,8,544,37,27
3643,6,929,283,61
3644,5,606,250,163
3645,2,329,265,114
3646,6,418,151,72
3647,5,180,317,98
3648,8,283,103,190
3649,3,534,179,204
3650,5,48,367,67
3651,4,843,70,265
3652,7,732,214,25
3653,9,1,214,241
3654,6,588,407,144
3655,13,867,350,154
3656,3,622,369,277
3657,7,153,251,107
3658,5,144,49,35
3659,6,298,238,288
3660,11,608,469,180
3661,7,314,218,254
3662,4,888,421,156
3663,8,725,324,122
3664,6,833,401,270
3665,4,585,455,181
3666,4,806,354,242
3667,7,537,495,189
3668,8,733,176,56
3669,3,917,16,127
3670,8,714,459,78
3671,6,789,374,70
3672,8,343,230,57
3673,3,953,85,284
3674,3,28,373,45
3675,7,114,308,242
3676,6,265,389,53
3677,6,481,349,207
3678,4,109,193,84
3679,3,664,132,6
3680,7,404,385,284
3681,7,956,189,136
3682,7,629,98,48
3683,5,634,388,192
3684,4,934,414,83
3685,4,716,80,94
3686,7,833,190,14
3687,5,762,474,178
3688,4,133,222,33
3689,3,251,242,68
3690,3,512,329,245
3691,3,504,331,213
3692,6,283,117,11
3693,5,725,17,172
3694,5,906,114,158
3695,4,934,204,220
3696,8,123,440,149
3697,7,196,199,239
3698,4,401,354,71
3699,3,531,374,191
3700,4,331,491,228
3701,7,468,317,283
3702,9,858,254,233
3703,8,313,387,42
3704,3,945,445,278
3705,5,680,301,242
3706,6,609,326,96
3707,7,657,404,89
3708,6,673,315,234
3709,5,65,172,96
3710,8,244,363,293
3711,7,973,78,271
3712,4,358,481,73
3713,6,320,149,251
3714,9,125,192,40
3715,6,731,261,299
3716,5,360,320,272
3717,4,282,82,298
3718,3,29,383,278
3719,0,597,410,0
3720,6,331,393,92
3721,3,767,126,280
3722,4,384,182,5
3723,4,224,461,274
3724,8,296,161,102
3725,3,239,40,293
3726,4,368,159,106
3727,2,957,450,229
3728,5,768,50,204
3729,7,644,109,177
3730,9,943,79,97
3731,8,644,422,57
3732,10,70,224,176
3733,6,851,4,97
3734,14,281,313,224
3735,3,304,226,235
3736,6,837,400,91
3737,8,601,406,250
3738,4,828,473,215
3739,6,258,173,204
3740,8,166,111,25
3741,9,589,390,134
3742,6,688,104,43
3743,9,269,61,141
3744,1,531,6,51
3745,6,441,14,159
3746,6,427,124,202
3747,7,136,413,74
3748,4,702,19,184
3749,13,505,450,51
3750,3,445,341,238
3751,5,261,367,113
3752,4,449,309,188
3753,4,613,433,61
3754,8,104,326,245
3755,3,298,94,213
3756,2,831,432,158
3757,4,96,248,286
3758,5,811,305,11
3759,5,4,258,290
3760,6,140,373,168
3761,7,375,106,26
3762,6,654,447,75
3763,4,748,246,155
3764,10,511,45,74
3765,7,886,336,258
3766,5,929,370,2
3767,2,183,405,284
3768,5,200,435,53
3769,4,345,36,222
3770,3,29,124,228
3771,2,823,59,148
3772,2,123,450,237
3773,6,469,431,40
3774,12,920,413,233
3775,7,487,215,19
3776,1,323,96,245
3777,8,636,298,59
3778,4,814,137,202
3779,3,283,326,182
3780,10,292,463,258
3781,2,841,351,123
3782,7,72,1,269
3783,3,250,71,108
3784,5,126,462,226
3785,5,803,495,187
3786,9,896,322,176
3787,2,221,467,62
3788,7,330,225,244
3789,5,152,238,179
3790,6,330,173,21
3791,4,296,372,112
3792,5,694,168,109
3793,6,580,3,2
3794,10,730,86,257
3795,7,470,391,186
3796,2,56,9,27
3797,7,978,112,247
3798,5,500,101,8
3799,9,2,4,189
3800,4,903,73,287
3801,7,815,89,74
3802,3,570,112,101
3803,7,880,79,290
3804,6,803,120,46
3805,3,694,442,35
3806,5,590,441,146
3807,4,844,406,122
3808,7,477,316,152
3809,6,168,400,120
3810,3,73,283,231
3811,3,570,145,94
3812,2,161,307,22
3813,6,541,57,114
3814,5,88,168,154
3815,6,317,202,162
3816,5,69,225,76
3817,6,822,493,291
3818,3,499,78,215
3819,5,868,256,96
3820,8,976,352,198
3821,6,611,72,136
3822,4,999,107,20
