user_id,num_friends,messages_sent,group_activities_participated
1662,173,822,7
1663,67,453,9
1664,147,210,6
1665,156,571,5
1666,73,152,3
1667,31,972,1
1668,82,970,3
1669,33,173,2
1670,15,453,2
1671,41,507,2
1672,111,45,2
1673,86,594,9
1674,165,662,9
1675,102,415,6
1676,157,554,2
1677,47,532,1
1678,6,611,4
1679,92,345,0
1680,177,86,6
1681,138,983,8
1682,171,455,7
1683,104,323,1
1684,199,15,5
1685,75,83,5
1686,124,895,5
1687,90,186,7
1688,98,724,9
1689,80,560,6
1690,49,39,4
1691,165,623,0
1692,31,46,9
1693,25,114,0
1694,111,286,8
1695,66,199,3
1696,45,994,0
1697,130,540,3
1698,148,133,5
1699,24,522,1
1700,7,63,4
1701,148,383,0
1702,108,408,7
1703,150,835,8
1704,92,888,0
1705,152,168,0
1706,162,670,5
1707,94,477,6
1708,20,379,5
1709,28,945,2
1710,133,657,5
1711,171,33,9
1712,44,498,2
1713,78,310,5
1714,39,678,0
1715,195,724,3
1716,41,381,3
1717,123,31,7
1718,145,109,0
1719,180,370,6
1720,93,488,3
1721,184,582,1
1722,104,405,0
1723,68,225,4
1724,140,368,1
1725,126,543,8
1726,107,442,4
1727,18,627,9
1728,113,312,3
1729,191,520,5
1730,136,106,0
1731,107,800,8
1732,145,517,6
1733,6,87,4
1734,83,631,2
1735,85,654,7
1736,159,524,8
1737,43,653,6
1738,149,525,6
1739,69,457,1
1740,125,858,7
1741,130,236,2
1742,154,678,6
1743,135,268,6
1744,24,503,9
1745,151,678,2
1746,149,203,6
1747,8,313,9
1748,130,620,9
1749,40,220,0
1750,12,267,8
1751,114,103,0
1752,71,286,6
1753,132,699,0
1754,33,982,6
1755,139,236,2
1756,84,497,2
1757,46,350,1
1758,139,850,5
1759,121,368,3
1760,13,253,2
1761,30,607,6
1762,101,384,0
1763,150,12,5
1764,140,546,7
1765,33,251,5
1766,42,941,8
1767,157,904,8
1768,55,140,7
1769,23,305,2
1770,141,34,0
1771,19,71,6
1772,125,683,2
1773,75,744,0
1774,16,394,1
1775,23,482,5
1776,170,465,4
1777,49,717,5
1778,175,106,7
1779,187,705,1
1780,66,815,5
1781,64,142,5
1782,88,447,5
1783,134,295,5
1784,44,943,4
1785,130,22,5
1786,114,14,4
1787,81,492,1
1788,107,961,4
1789,41,724,0
1790,181,662,1
1791,122,732,7
1792,46,350,4
1793,47,85,3
1794,99,837,1
1795,194,750,6
1796,79,11,0
1797,62,345,0
1798,174,201,7
1799,128,331,1
1800,26,270,4
1801,9,785,5
1802,39,708,7
1803,118,206,8
1804,191,603,5
1805,47,840,2
1806,191,867,4
1807,105,592,6
1808,131,404,4
1809,46,346,7
1810,78,540,3
1811,175,187,7
1812,96,435,0
1813,93,757,4
1814,184,362,2
1815,159,745,7
1816,173,806,9
1817,17,9,6
1818,96,231,1
1819,63,706,8
1820,159,963,9
1821,111,944,6
1822,5,353,1
1823,165,510,2
1824,48,681,8
1825,158,653,8
1826,197,406,9
1827,9,798,3
1828,186,165,1
1829,113,231,5
1830,98,625,8
1831,104,944,9
1832,50,834,6
1833,29,524,1
1834,62,756,1
1835,104,958,7
1836,34,658,4
1837,34,609,4
1838,46,478,1
1839,112,962,4
1840,193,389,1
1841,99,688,2
1842,70,750,3
1843,164,308,4
1844,14,494,2
1845,195,730,4
1846,142,436,2
1847,121,133,2
1848,150,775,0
1849,168,415,5
1850,40,76,8
1851,93,546,7
1852,159,1,9
1853,9,352,4
1854,94,527,8
1855,113,476,2
1856,41,292,0
1857,54,171,0
1858,199,191,2
1859,162,393,3
1860,123,735,1
1861,112,824,6
1862,25,606,4
1863,46,652,7
1864,70,825,4
1865,148,421,5
1866,138,639,6
1867,160,56,0
1868,80,383,9
1869,132,207,8
1870,195,25,9
1871,98,504,7
1872,170,835,9
1873,151,475,6
1874,182,398,3
1875,169,299,0
1876,127,293,1
1877,198,952,0
1878,134,410,5
1879,192,859,3
1880,5,279,8
1881,168,632,1
1882,23,410,1
1883,54,662,5
1884,50,510,0
1885,184,908,9
1886,167,899,2
1887,112,236,6
1888,10,186,7
1889,160,32,5
1890,101,250,0
1891,160,414,5
1892,80,705,9
1893,135,891,0
1894,182,154,8
1895,169,500,7
1896,145,725,6
1897,37,242,7
1898,57,74,8
1899,192,239,7
1900,183,923,5
1901,122,545,0
1902,148,216,9
1903,114,833,6
1904,147,295,7
1905,144,947,9
1906,152,265,3
1907,199,269,2
1908,77,386,5
1909,14,949,7
1910,75,840,4
1911,126,735,7
1912,142,157,9
1913,113,351,9
1914,90,770,9
1915,135,656,0
1916,111,944,9
1917,23,974,9
1918,194,597,3
1919,92,481,7
1920,27,693,2
1921,92,877,4
1922,139,307,1
1923,134,246,0
1924,8,908,0
1925,107,81,1
1926,59,149,5
1927,30,941,6
1928,187,14,2
1929,103,462,8
1930,70,647,5
1931,156,124,0
1932,176,814,5
1933,176,859,0
1934,73,890,6
1935,122,595,2
1936,38,187,9
1937,36,569,8
1938,90,107,0
1939,187,550,3
1940,190,975,5
1941,147,917,6
1942,23,542,8
1943,146,77,3
1944,70,811,5
1945,177,758,5
1946,85,345,4
1947,11,887,8
1948,52,301,4
1949,146,530,2
1950,128,14,9
1951,30,815,4
1952,171,988,8
1953,149,241,8
1954,146,35,8
1955,136,33,1
1956,81,727,4
1957,98,653,8
1958,122,708,4
1959,130,64,1
1960,21,508,9
1961,175,674,2
1962,114,107,7
1963,37,701,9
1964,151,382,3
1965,75,604,1
1966,59,222,9
1967,130,817,1
1968,118,280,8
1969,122,400,9
1970,137,60,1
1971,53,752,9
1972,172,69,4
1973,118,431,8
1974,7,346,6
1975,82,460,7
1976,60,276,1
1977,35,315,4
1978,54,585,9
1979,41,171,9
1980,86,679,4
1981,41,865,7
1982,29,45,4
1983,126,910,9
1984,29,918,3
1985,65,31,5
1986,67,469,4
1987,112,41,3
1988,125,947,7
1989,177,623,5
1990,191,511,0
1991,14,605,8
1992,42,189,0
1993,48,817,3
1994,39,90,0
1995,22,862,9
1996,29,323,6
1997,167,895,2
1998,184,39,1
1999,156,225,3
2000,41,792,9
2001,151,109,7
2002,167,403,3
2003,178,279,1
2004,113,662,4
2005,185,300,4
2006,58,389,5
2007,183,972,5
2008,120,632,3
2009,61,836,5
2010,60,320,1
2011,11,480,1
2012,132,455,4
2013,53,681,5
2014,129,442,6
2015,158,520,1
2016,167,16,3
2017,160,222,6
2018,185,350,4
2019,33,581,2
2020,80,683,8
2021,90,585,8
2022,151,389,0
2023,98,718,7
2024,33,640,2
2025,71,23,5
2026,100,639,5
2027,13,114,5
2028,91,135,8
2029,87,594,0
2030,180,541,1
2031,59,747,4
2032,48,97,6
2033,180,43,8
2034,157,476,5
2035,42,129,6
2036,185,877,7
2037,153,723,1
2038,88,7,1
2039,186,78,6
2040,56,725,0
2041,141,513,3
2042,116,22,7
2043,133,272,9
2044,89,588,8
2045,131,521,7
2046,34,233,3
2047,23,255,8
2048,123,92,4
2049,173,656,0
2050,196,586,0
2051,191,351,0
2052,90,620,8
2053,27,836,6
2054,86,827,4
2055,52,40,4
2056,32,133,6
2057,164,328,8
2058,125,407,7
2059,105,773,3
2060,26,576,3
2061,149,411,7
2062,187,492,3
2063,187,416,7
2064,125,552,1
2065,132,632,0
2066,100,338,6
2067,47,96,3
2068,130,249,1
2069,44,893,3
2070,132,34,8
2071,156,901,3
2072,72,999,0
2073,161,98,6
2074,62,504,0
2075,30,59,4
2076,125,188,0
2077,100,123,8
2078,186,275,8
2079,18,647,2
2080,154,564,0
2081,61,110,6
2082,136,50,3
2083,67,830,2
2084,56,682,4
2085,51,531,1
2086,182,972,1
2087,57,774,3
2088,187,143,6
2089,173,224,4
2090,60,953,6
2091,27,473,4
2092,168,183,0
2093,196,788,0
2094,154,906,6
2095,101,622,9
2096,189,555,7
2097,137,261,7
2098,186,534,6
2099,44,920,3
2100,171,191,9
2101,161,814,9
2102,87,627,4
2103,186,309,1
2104,48,891,4
2105,48,79,1
2106,151,601,9
2107,76,436,0
2108,59,601,4
2109,35,4,6
2110,110,457,4
2111,72,11,6
2112,90,124,2
2113,121,787,5
2114,65,452,0
2115,174,49,2
2116,8,663,8
2117,183,393,2
2118,34,316,0
2119,158,762,1
2120,181,456,1
2121,164,12,4
2122,99,727,7
2123,172,316,4
2124,88,914,7
2125,130,438,6
2126,34,21,5
2127,137,705,7
2128,98,883,5
2129,6,0,0
2130,166,450,2
2131,163,59,5
2132,162,563,9
2133,158,188,1
2134,186,888,4
2135,13,96,1
2136,18,792,0
2137,89,22,5
2138,35,389,9
2139,12,850,1
2140,188,370,2
2141,195,428,8
2142,160,304,3
2143,89,510,5
2144,101,619,5
2145,155,969,3
2146,83,292,3
2147,98,17,9
2148,155,817,3
2149,43,356,5
2150,185,736,6
2151,154,226,0
2152,38,228,7
2153,91,694,2
2154,127,259,9
2155,10,483,3
2156,191,287,5
2157,121,782,1
2158,136,175,8
2159,132,311,3
2160,112,596,1
2161,106,468,4
2162,144,45,4
2163,92,637,6
2164,9,537,4
2165,111,906,8
2166,29,360,5
2167,137,219,4
2168,107,343,2
2169,191,14,3
2170,20,93,5
2171,171,866,1
2172,192,861,3
2173,163,577,7
2174,56,986,3
2175,84,776,4
2176,199,484,9
2177,87,204,4
2178,174,30,2
2179,194,548,6
2180,81,377,5
2181,138,678,0
2182,112,246,4
2183,27,944,0
2184,45,854,1
2185,193,966,8
2186,10,830,2
2187,126,198,7
2188,182,50,9
2189,72,395,3
2190,189,57,9
2191,189,720,1
2192,167,195,5
2193,195,716,7
2194,116,742,9
2195,167,638,3
2196,21,975,2
2197,170,200,8
2198,174,167,8
2199,123,178,8
2200,174,273,3
2201,29,984,4
2202,191,269,6
2203,33,38,3
2204,10,668,4
2205,18,821,6
2206,176,414,1
2207,180,449,3
2208,39,139,5
2209,74,324,7
2210,60,299,7
2211,12,924,2
2212,162,262,0
2213,160,306,9
2214,31,713,1
2215,131,270,8
2216,49,63,2
2217,101,416,5
2218,94,475,0
2219,125,155,6
2220,148,579,4
2221,18,242,6
2222,67,842,5
2223,192,182,4
2224,61,245,8
2225,192,730,2
2226,55,884,8
2227,99,6,4
2228,197,950,3
2229,88,53,7
2230,130,741,5
2231,50,754,1
2232,131,87,1
2233,26,573,3
2234,28,429,3
2235,54,761,1
2236,70,873,5
2237,138,535,7
2238,133,183,1
2239,169,245,9
2240,133,972,7
2241,157,710,3
2242,54,11,7
2243,189,466,0
2244,118,479,0
2245,70,982,9
2246,173,722,3
2247,138,671,1
2248,85,914,7
2249,176,115,4
2250,170,481,5
2251,148,43,8
2252,46,489,6
2253,88,982,0
2254,190,923,0
2255,104,212,3
2256,124,791,0
2257,99,275,4
2258,123,991,0
2259,51,141,5
2260,197,373,9
2261,111,96,4
2262,152,635,1
2263,193,130,7
2264,174,175,5
2265,31,97,7
2266,179,782,9
2267,135,99,3
2268,36,793,8
2269,186,200,1
2270,68,589,3
2271,22,639,4
2272,45,904,8
2273,127,544,1
2274,120,731,7
2275,9,570,3
2276,118,360,7
2277,50,770,7
2278,57,662,8
2279,55,773,2
2280,180,461,5
2281,60,583,3
2282,7,982,2
2283,147,942,5
2284,16,682,1
2285,166,350,7
2286,135,115,3
2287,76,560,9
2288,47,656,7
2289,63,614,7
2290,130,713,7
2291,6,267,0
2292,151,661,4
2293,169,650,9
2294,100,789,5
2295,27,856,8
2296,21,515,8
2297,40,737,4
2298,196,849,2
2299,113,122,8
2300,158,782,5
2301,73,426,6
2302,32,760,3
2303,157,230,2
2304,191,296,3
2305,175,97,6
2306,111,120,6
2307,146,405,6
2308,63,323,6
2309,19,682,7
2310,84,433,9
2311,90,968,9
2312,109,943,9
2313,151,359,6
2314,126,309,9
2315,180,518,6
2316,123,443,0
2317,188,534,8
2318,184,808,7
2319,82,572,6
2320,193,650,6
2321,162,369,0
2322,70,193,1
2323,116,681,5
2324,107,654,5
2325,90,737,7
2326,16,99,6
2327,79,844,2
2328,12,402,0
2329,100,490,6
2330,27,78,0
2331,26,752,9
2332,158,557,8
2333,52,232,4
2334,97,105,8
2335,40,224,3
2336,23,784,6
2337,132,65,8
2338,16,5,5
2339,45,329,5
2340,106,149,1
2341,196,752,7
2342,112,362,1
2343,118,18,4
2344,99,424,4
2345,173,30,3
2346,135,259,0
2347,178,189,8
2348,97,141,3
2349,196,564,5
2350,36,223,3
2351,80,114,8
2352,126,216,1
2353,137,293,8
2354,34,121,5
2355,117,380,7
2356,120,762,2
2357,108,443,4
2358,169,388,7
2359,119,8,9
2360,15,131,8
2361,11,627,8
2362,194,844,8
2363,117,626,2
2364,7,437,0
2365,105,759,1
2366,29,766,9
2367,169,361,8
2368,95,440,3
2369,175,7,3
2370,176,985,4
2371,140,248,6
2372,88,525,6
2373,116,27,5
2374,105,731,6
2375,103,464,8
2376,77,174,6
2377,117,491,3
2378,132,342,2
2379,35,991,9
2380,176,756,5
2381,64,52,2
2382,124,589,1
2383,29,841,5
2384,137,994,3
2385,158,578,6
2386,137,321,1
2387,18,878,2
2388,66,593,9
2389,92,900,4
2390,69,606,7
2391,108,904,4
2392,196,964,8
2393,83,783,7
2394,35,791,1
2395,105,626,7
2396,115,458,3
2397,109,441,6
2398,155,655,6
2399,162,543,1
2400,29,308,0
2401,112,511,1
2402,7,417,3
2403,94,900,9
2404,146,375,6
2405,29,950,2
2406,46,756,2
2407,171,995,5
2408,85,46,5
2409,189,894,3
2410,28,21,9
2411,185,204,4
2412,127,726,3
2413,95,464,1
2414,21,674,0
2415,177,49,0
2416,194,942,2
2417,112,752,3
2418,15,726,9
2419,18,394,6
2420,144,347,0
2421,139,785,1
2422,112,18,0
2423,105,825,6
2424,37,976,1
2425,177,533,2
2426,52,646,5
2427,185,719,9
2428,53,282,0
2429,150,1,1
2430,41,147,9
2431,8,987,2
2432,167,588,7
2433,61,660,6
2434,85,41,4
2435,57,158,8
2436,117,62,9
2437,124,259,9
2438,20,733,8
2439,199,904,7
2440,87,612,6
2441,23,419,6
2442,138,728,2
2443,146,473,8
2444,176,780,9
2445,191,491,1
2446,17,235,8
2447,60,183,6
2448,67,873,2
2449,195,235,1
2450,15,900,6
2451,193,888,4
2452,118,782,0
2453,77,189,7
2454,71,130,0
2455,78,435,9
2456,33,23,5
2457,8,622,8
2458,127,403,6
2459,44,521,6
2460,131,575,7
2461,148,890,3
2462,67,794,6
2463,29,944,2
2464,39,563,6
2465,82,145,6
2466,184,816,0
2467,122,187,1
2468,10,437,4
2469,17,314,2
2470,193,453,3
2471,7,211,6
2472,153,227,1
2473,73,965,9
2474,9,898,3
2475,135,163,1
2476,51,15,5
2477,180,274,5
2478,78,624,2
2479,49,572,8
2480,169,722,7
2481,136,400,6
2482,39,465,4
2483,86,856,0
2484,83,506,6
2485,6,547,8
2486,51,727,2
2487,65,687,1
2488,91,26,5
2489,138,48,6
2490,113,246,9
2491,45,861,5
2492,104,872,1
2493,122,713,1
2494,21,606,7
2495,142,868,6
2496,111,480,8
2497,131,440,4
2498,195,487,1
2499,109,498,8
2500,49,105,3
2501,16,537,9
2502,53,347,7
2503,134,992,2
2504,90,847,4
2505,149,864,9
2506,191,335,6
2507,11,109,6
2508,24,517,6
2509,122,108,9
2510,192,434,7
2511,102,192,8
2512,65,164,9
2513,193,351,9
2514,113,169,5
2515,148,290,7
2516,21,480,8
2517,25,158,0
2518,47,287,7
2519,98,504,6
2520,112,287,8
2521,133,293,0
2522,110,338,6
2523,15,575,4
2524,163,844,6
2525,129,305,5
2526,113,276,0
2527,69,163,0
2528,46,640,6
2529,164,19,2
2530,11,42,5
2531,113,21,6
2532,115,885,3
2533,165,896,4
2534,17,152,5
2535,139,274,7
2536,172,251,7
2537,82,500,2
2538,77,571,0
2539,114,103,0
2540,139,521,6
2541,135,507,0
2542,92,239,1
2543,126,687,3
2544,21,245,9
2545,143,812,6
2546,108,262,2
2547,94,401,2
2548,6,751,3
2549,118,887,1
2550,98,698,8
2551,130,744,1
2552,162,589,2
2553,183,841,2
2554,117,817,3
2555,71,913,6
2556,58,477,2
2557,42,775,9
2558,33,368,8
2559,72,503,1
2560,164,292,9
2561,55,889,2
2562,148,250,4
2563,26,436,3
2564,59,34,1
2565,189,399,9
2566,86,176,9
2567,79,189,9
2568,39,386,6
2569,174,414,9
2570,56,918,5
2571,86,355,9
2572,57,243,1
2573,77,47,0
2574,74,149,8
2575,147,365,5
2576,153,736,9
2577,145,677,6
2578,127,412,8
2579,127,894,4
2580,199,968,8
2581,180,580,8
2582,9,275,8
2583,173,443,7
2584,180,491,1
2585,76,494,2
2586,47,913,4
2587,148,475,6
2588,16,839,9
2589,85,506,3
2590,13,800,8
2591,151,189,1
2592,175,116,6
2593,27,405,3
2594,20,275,1
2595,160,757,7
2596,144,992,3
2597,25,569,1
2598,191,163,1
2599,35,904,5
2600,113,660,3
2601,176,95,0
2602,51,283,2
2603,126,398,8
2604,17,346,7
2605,87,493,4
2606,114,847,8
2607,22,939,3
2608,129,798,4
2609,40,32,0
2610,40,761,3
2611,95,283,6
2612,136,278,3
2613,187,567,9
2614,27,167,1
2615,23,21,4
2616,87,889,5
2617,55,714,7
2618,161,214,7
2619,125,57,8
2620,120,959,5
2621,41,662,8
2622,56,211,2
2623,134,128,6
2624,95,974,5
2625,77,977,1
2626,137,497,0
2627,33,87,6
2628,33,796,6
2629,47,814,8
2630,45,598,6
2631,59,871,1
2632,88,43,3
2633,81,949,4
2634,36,671,7
2635,42,58,5
2636,93,669,5
2637,64,70,5
2638,47,216,5
2639,143,243,3
2640,184,796,8
2641,155,728,8
2642,149,850,5
2643,127,43,8
2644,98,340,1
2645,194,215,8
2646,169,805,9
2647,42,32,7
2648,49,236,8
2649,187,89,2
2650,105,551,9
2651,32,140,2
2652,111,385,9
2653,157,42,7
2654,142,576,4
2655,87,545,6
2656,198,441,4
2657,136,19,7
2658,23,768,9
2659,51,936,9
2660,22,153,9
2661,66,701,7
2662,65,753,0
2663,89,595,5
2664,68,337,3
2665,12,167,0
2666,107,611,7
2667,47,477,4
2668,21,347,0
2669,86,401,1
2670,44,28,6
2671,147,119,9
2672,88,225,8
2673,51,41,5
2674,53,537,9
2675,182,90,3
2676,100,478,2
2677,163,732,0
2678,158,12,3
2679,62,867,2
2680,144,570,2
2681,122,944,1
2682,46,544,9
2683,96,634,1
2684,91,774,2
2685,174,665,6
2686,51,608,2
2687,8,433,0
2688,72,658,4
2689,162,767,7
2690,172,321,7
2691,182,303,4
2692,141,994,7
2693,94,661,3
2694,165,663,2
2695,56,544,1
2696,177,961,5
2697,7,326,7
2698,104,541,7
2699,6,163,5
2700,136,774,6
2701,61,968,1
2702,65,855,4
2703,91,919,3
2704,143,890,1
2705,103,42,7
2706,102,506,6
2707,132,344,4
2708,153,891,9
2709,127,426,4
2710,186,444,6
2711,167,515,8
2712,46,122,4
2713,141,695,4
2714,146,130,0
2715,98,144,0
2716,6,621,3
2717,193,332,4
2718,19,353,1
2719,117,738,4
2720,97,264,0
2721,143,951,3
2722,122,459,2
2723,189,994,7
2724,88,438,3
2725,71,788,7
2726,139,550,1
2727,5,225,0
2728,183,676,0
2729,45,591,3
2730,115,553,3
2731,127,475,6
2732,192,314,1
2733,23,789,1
2734,194,837,1
2735,162,627,0
2736,20,995,2
2737,150,679,4
2738,35,469,1
2739,167,392,2
2740,32,683,6
2741,121,922,6
2742,126,733,6
2743,144,854,0
2744,116,748,6
2745,112,993,3
2746,156,713,6
2747,100,184,3
2748,94,695,5
2749,173,463,4
2750,66,689,2
2751,81,808,0
2752,198,440,4
2753,125,91,0
2754,184,331,3
2755,31,11,2
2756,189,536,2
2757,156,204,3
2758,72,697,8
2759,131,295,2
2760,68,417,6
2761,24,591,6
2762,13,876,6
2763,107,859,2
2764,67,887,3
2765,157,793,9
2766,126,215,8
2767,193,801,2
2768,46,778,5
2769,105,547,8
2770,135,367,9
2771,189,833,2
2772,193,236,9
2773,13,944,8
2774,47,76,8
2775,175,800,4
2776,155,163,2
2777,90,108,1
2778,149,98,1
2779,145,173,4
2780,77,241,2
2781,152,749,6
2782,87,373,0
2783,182,831,5
2784,150,234,4
2785,122,204,3
2786,186,303,8
2787,148,559,7
2788,17,533,2
2789,194,728,5
2790,104,381,8
2791,104,394,4
2792,132,218,8
2793,65,893,1
2794,44,0,4
2795,58,109,1
2796,186,489,5
2797,62,787,2
2798,23,6,5
2799,161,692,6
2800,38,531,4
2801,137,274,5
2802,18,873,3
2803,125,450,5
2804,132,644,6
2805,83,501,8
2806,61,389,2
2807,116,975,2
2808,14,309,0
2809,95,916,4
2810,173,585,8
2811,28,364,5
2812,43,48,2
2813,96,135,9
2814,88,100,6
2815,101,877,8
2816,121,78,6
2817,17,818,1
2818,195,727,9
2819,138,879,0
2820,96,297,0
2821,172,951,2
2822,47,324,8
2823,121,809,0
2824,57,331,0
2825,14,540,8
2826,27,849,7
2827,30,431,8
2828,197,292,6
2829,179,427,1
2830,122,2,2
2831,166,875,4
2832,8,748,3
2833,128,377,8
2834,162,410,2
2835,135,365,5
2836,184,277,7
2837,196,581,4
2838,158,744,6
2839,146,995,5
2840,6,402,5
2841,190,495,8
2842,49,103,2
2843,54,89,0
2844,8,977,5
2845,141,508,3
2846,142,232,2
2847,128,356,3
2848,140,733,4
2849,85,323,3
2850,63,303,9
2851,122,145,2
2852,111,250,1
2853,23,79,0
2854,26,411,3
2855,103,553,6
2856,157,480,1
2857,88,907,9
2858,57,375,5
2859,29,833,5
2860,147,634,7
2861,31,531,8
2862,137,500,2
2863,152,334,9
2864,29,875,2
2865,159,38,5
2866,170,319,6
2867,13,983,6
2868,67,947,2
2869,178,572,7
2870,124,289,2
2871,75,769,8
2872,24,801,1
2873,161,91,6
2874,24,530,1
2875,95,751,1
2876,118,827,4
2877,188,95,3
2878,102,159,8
2879,148,433,1
2880,168,28,6
2881,50,675,1
2882,103,257,3
2883,175,811,5
2884,164,487,9
2885,83,165,8
2886,167,678,6
2887,132,832,4
2888,37,535,7
2889,166,648,8
2890,94,114,3
2891,138,626,2
2892,131,382,0
2893,71,722,5
2894,182,789,7
2895,132,623,0
2896,27,222,5
2897,151,984,3
2898,197,756,7
2899,50,395,9
2900,102,381,8
2901,129,202,7
2902,28,214,2
2903,122,371,4
2904,125,121,4
2905,176,753,0
2906,62,517,9
2907,40,846,2
2908,133,402,3
2909,98,8,0
2910,91,475,6
2911,82,669,1
2912,43,857,2
2913,31,625,7
2914,169,318,5
2915,42,316,0
2916,127,595,0
2917,55,748,9
2918,87,163,1
2919,148,626,9
2920,193,818,5
2921,124,925,7
2922,132,161,0
2923,199,243,4
2924,5,17,3
2925,55,642,4
2926,158,834,1
2927,162,730,0
2928,149,24,2
2929,145,509,7
2930,58,11,9
2931,30,171,5
2932,178,276,2
2933,139,809,5
2934,20,622,5
2935,193,987,9
2936,156,236,0
2937,134,663,6
2938,17,524,7
2939,162,630,2
2940,129,11,3
2941,63,330,6
2942,167,945,9
2943,112,19,6
2944,181,245,5
2945,18,415,3
2946,195,542,2
2947,184,855,1
2948,95,13,3
2949,139,940,7
2950,9,543,0
2951,58,882,1
2952,125,406,1
2953,179,62,4
2954,169,935,1
2955,179,978,8
2956,162,334,0
2957,20,717,8
2958,88,881,6
2959,111,658,9
2960,72,140,8
2961,84,263,6
2962,42,749,8
2963,138,643,4
2964,178,798,4
2965,148,897,9
2966,68,413,0
2967,95,355,4
2968,63,210,6
2969,94,367,7
2970,139,722,0
2971,28,237,1
2972,161,701,7
2973,61,283,2
2974,14,914,0
2975,38,982,8
2976,190,52,8
2977,74,107,7
2978,109,596,1
2979,34,602,3
2980,117,169,3
2981,156,748,3
2982,110,541,5
2983,147,746,4
2984,112,672,3
2985,108,450,6
2986,6,20,6
2987,172,424,7
2988,19,887,2
2989,26,958,2
2990,151,481,4
2991,182,845,3
2992,104,64,9
2993,134,383,1
2994,28,398,3
2995,62,642,3
2996,23,495,9
2997,73,434,9
2998,77,452,1
2999,145,731,8
3000,140,542,3
3001,96,444,8
3002,23,841,1
3003,25,132,9
3004,101,718,5
3005,71,94,3
3006,17,702,5
3007,109,167,8
3008,93,18,9
3009,7,184,1
3010,88,27,6
3011,78,731,9
3012,138,267,4
3013,7,274,2
3014,110,980,8
3015,107,322,7
3016,128,131,2
3017,119,693,1
3018,19,688,0
3019,108,813,9
3020,122,642,6
3021,14,860,1
3022,67,761,4
3023,105,761,3
3024,153,550,5
3025,82,73,0
3026,103,354,3
3027,186,169,9
3028,137,514,4
3029,165,562,7
3030,169,719,4
3031,39,997,4
3032,64,541,5
3033,183,409,2
3034,143,192,9
3035,97,15,8
3036,22,402,3
3037,191,203,7
3038,41,891,3
3039,60,516,0
3040,110,566,1
3041,36,471,7
3042,70,405,1
3043,96,714,5
3044,37,25,0
3045,186,439,9
3046,42,404,7
3047,162,364,9
3048,11,944,2
3049,104,904,2
3050,30,856,3
3051,109,754,0
3052,53,30,3
3053,118,812,5
3054,25,318,7
3055,185,642,6
3056,82,536,8
3057,83,766,5
3058,18,933,6
3059,94,984,7
3060,55,155,6
3061,198,200,4
3062,23,286,3
3063,28,918,0
3064,183,968,4
3065,29,435,1
3066,6,274,6
3067,114,577,9
3068,38,317,1
3069,120,738,5
3070,127,392,6
3071,60,349,6
3072,177,466,6
3073,127,188,7
3074,52,607,5
3075,77,788,1
3076,166,642,3
3077,182,406,9
3078,94,151,5
3079,49,737,1
3080,16,180,9
3081,13,620,7
3082,142,272,0
3083,25,856,6
3084,131,833,0
3085,194,801,3
3086,41,105,0
3087,21,181,7
3088,167,431,2
3089,146,748,9
3090,161,615,1
3091,91,117,9
3092,8,414,0
3093,130,369,9
3094,181,148,0
3095,168,394,9
3096,122,680,6
3097,143,865,3
3098,16,502,7
3099,136,964,7
3100,110,9,3
3101,116,382,8
3102,65,933,1
3103,123,626,9
3104,147,119,0
3105,143,115,7
3106,166,983,1
3107,7,237,1
3108,171,918,1
3109,164,15,4
3110,25,267,4
3111,102,433,3
3112,167,15,5
3113,80,97,8
3114,19,205,4
3115,78,276,5
3116,153,512,0
3117,134,805,4
3118,23,885,5
3119,20,63,0
3120,170,94,6
3121,179,299,3
3122,103,307,5
3123,167,358,4
3124,49,35,3
3125,10,416,4
3126,18,606,2
3127,77,147,8
3128,55,672,0
3129,27,923,8
3130,68,669,4
3131,136,237,6
3132,167,659,9
3133,110,261,6
3134,157,700,3
3135,167,372,9
3136,38,138,1
3137,7,790,0
3138,91,452,9
3139,13,891,6
3140,28,483,1
3141,89,146,1
3142,157,546,5
3143,90,894,4
3144,11,454,4
3145,11,929,1
3146,103,532,6
3147,22,856,7
3148,126,704,0
3149,194,761,3
3150,130,757,8
3151,162,672,9
3152,13,422,5
3153,54,257,0
3154,138,122,5
3155,152,555,4
3156,22,15,7
3157,126,442,5
3158,33,622,2
3159,5,0,5
3160,42,678,1
3161,175,53,3
3162,109,800,0
3163,30,680,1
3164,141,840,5
3165,136,929,3
3166,39,405,9
3167,165,208,7
3168,149,77,9
3169,70,144,7
3170,120,756,9
3171,65,818,4
3172,176,377,7
3173,142,378,3
3174,187,650,6
3175,108,792,5
3176,51,932,4
3177,27,421,4
3178,73,339,4
3179,22,442,2
3180,71,72,6
3181,26,350,2
3182,24,326,4
3183,5,229,8
3184,37,202,5
3185,101,368,8
3186,129,556,6
3187,20,191,9
3188,135,479,3
3189,143,519,5
3190,143,178,4
3191,135,525,5
3192,180,702,6
3193,50,202,5
3194,88,34,1
3195,41,712,6
3196,152,499,6
3197,112,389,1
3198,15,59,0
3199,163,862,5
3200,133,943,2
3201,138,729,4
3202,47,841,1
3203,40,470,3
3204,75,435,4
3205,130,110,0
3206,50,740,6
3207,134,10,0
3208,75,603,5
3209,44,812,1
3210,42,130,9
3211,57,879,4
3212,9,101,8
3213,111,436,6
3214,132,867,8
